name,obj_type,raj2000,dej2000,constellation,maj_ax_deg,min_ax_deg,pos_ang,mag_b,mag_v,mag_j,mag_h,mag_k,surf_br_B,hubble_type,messier_nr,other_ngc,ic_cross,comname,notes
NGC0484,G,19.89470833333333,-58.52430555555556,Tuc,0.03,0.021,90.0,13.24,12.23,10.04,9.36,9.1,23.26,E-S0,,,,,
NGC0485,G,20.365000000000002,7.018083333333333,Psc,0.027333334,0.0101666665,2.0,14.29,13.25,11.7,11.01,10.82,23.38,Sbc,,,,,
NGC0486,G,20.429333333333336,5.346305555555555,Psc,0.006,0.0046666665,70.0,17.48,,,,,24.02,,,,,,
NGC0487,G,20.479541666666666,-16.370361111111112,Cet,0.018166667,0.011666667,113.0,14.41,,11.79,11.17,10.9,23.05,SBa,,,,,
NGC0488,G,20.445208333333333,5.256722222222223,Psc,0.08416667,0.061,13.0,11.13,10.26,7.91,7.03,6.96,23.15,Sb,,,,,
NGC0489,G,20.47458333333333,9.206555555555555,Psc,0.025833333,0.0058333334,120.0,13.43,,10.52,9.83,9.56,21.93,Sc,,,,,
NGC0490,G,20.511958333333332,5.367194444444445,Psc,0.011,0.009166666,1.0,15.39,14.48,12.53,11.99,11.75,23.09,Sb,,,,,
NGC0491,G,20.335125000000005,-34.06327777777778,Scl,0.0225,0.0165,95.0,13.22,12.55,10.35,9.7,9.39,22.38,SBb,,,,,
NGC0491A,G,20.019458333333333,-33.899499999999996,Scl,0.031333335,0.014166667,97.0,14.3,13.8,13.05,12.92,12.28,23.72,Scd,,,,,
NGC0492,G,20.5565,5.417055555555556,Psc,0.011166667,0.009333333,97.0,15.46,,12.69,12.18,11.71,23.7,SABb,,,,,
NGC0493,G,20.537458333333333,0.9453611111111112,Cet,0.050166667,0.015833333,60.0,12.95,12.48,11.18,10.35,10.27,23.13,Sc,,,,,
NGC0494,G,20.730833333333333,33.17388888888889,Psc,0.031,0.009833333,100.0,13.8,12.85,10.42,9.65,9.39,23.22,Sab,,,,,
NGC0495,G,20.733333333333334,33.471666666666664,Psc,0.018166667,0.012833334,169.0,13.68,,10.91,10.26,9.97,22.52,S0-a,,,,,
NGC0496,G,20.798333333333336,33.52916666666667,Psc,0.014833333,0.0055,36.0,14.3,13.7,11.63,10.97,10.73,22.04,Sbc,,,,,
NGC0497,G,20.599083333333333,-0.8751944444444444,Cet,0.034333333,0.014333333,134.0,13.85,13.02,10.56,9.94,9.68,23.49,SBbc,,,,,
NGC0498,G,20.796999999999997,33.48936111111111,Psc,0.0085,0.0068333335,125.0,16.49,,12.84,12.38,11.93,,,,,,,
NGC0499,G,20.797916666666666,33.46055555555556,Psc,0.028,0.0175,77.0,13.32,12.27,9.71,9.02,8.74,23.16,E-S0,,,1686,,
NGC0500,G,20.664041666666666,5.387277777777778,Psc,0.015166666,0.010833333,95.0,15.05,,11.81,11.14,10.87,23.7,E,,,,,
NGC0501,G,20.843374999999998,33.43297222222222,Psc,0.008666666,0.008166667,80.0,15.49,14.45,12.11,11.44,11.11,22.97,E,,,,,
NGC0502,G,20.731416666666668,9.049194444444444,Psc,0.027333334,0.025333334,55.0,13.74,12.79,10.72,10.01,9.74,23.57,S0,,,,,
NGC0503,G,20.868458333333333,33.33172222222222,Psc,0.0105,0.008166667,39.0,15.16,,11.97,11.28,11.07,22.95,S0,,,,,
NGC0504,G,20.866249999999997,33.20444444444445,Psc,0.025833333,0.0065,45.0,13.95,,11.06,10.25,10.07,23.69,S0,,,,,
NGC0505,G,20.737916666666667,9.46888888888889,Psc,0.017833333,0.011333333,55.0,15.04,,11.92,11.3,10.9,23.91,S0,,,,,
NGC0506,*,20.897291666666668,33.24466666666667,Psc,,,,,,,,,,,,,,,
NGC0507,G,20.916291666666666,33.256055555555555,Psc,0.04083333,0.027666667,71.0,12.57,11.57,9.22,8.69,8.3,23.25,E-S0,,,,,
NGC0508,G,20.91916666666667,33.280277777777776,Psc,0.018,0.016,25.0,14.2,,10.66,9.99,9.73,23.23,E,,,,,
NGC0509,G,20.850375000000003,9.433555555555557,Psc,0.0265,0.011333333,81.0,14.61,,11.34,10.8,10.68,24.29,S0-a,,,,,
NGC0510,**,20.9815,33.49688888888889,Psc,,,,,,,,,,,,,,,
NGC0511,G,20.878041666666665,11.291,Psc,0.019666666,0.016333334,70.0,15.34,,11.55,10.84,10.52,24.38,E,,,,,
NGC0512,G,20.999166666666667,33.90777777777778,And,0.024333334,0.0056666667,115.0,13.87,,10.82,10.08,9.77,22.62,Sab,,,,,
NGC0513,G,21.111875,33.79944444444445,And,0.010333333,0.0051666666,81.0,13.39,13.4,10.96,10.23,9.91,20.51,Sc,,,,,
NGC0514,G,21.01625,12.917388888888889,Psc,0.058333334,0.041666668,106.0,12.3,11.71,10.55,9.91,9.14,23.48,SABc,,,,,
NGC0515,G,21.160833333333336,33.47277777777778,Psc,0.015333333,0.010666667,89.0,14.26,,10.84,10.12,9.87,22.97,S0,,,,,
NGC0516,G,21.033624999999997,9.551694444444443,Psc,0.027,0.0076666665,45.0,14.25,,11.37,10.75,10.52,23.95,S0,,,,,
NGC0517,G,21.1825,33.42944444444444,Psc,0.024333334,0.01,20.0,13.56,,10.81,10.1,9.79,23.2,S0,,,,,
NGC0518,G,21.0735,9.330944444444444,Psc,0.026,0.009166666,97.0,14.32,,10.75,10.05,9.79,23.56,Sa,,,,,
NGC0519,G,21.119333333333334,-1.64125,Cet,0.008833333,0.004833333,135.0,15.3,,12.25,11.5,11.39,22.76,E,,,,,
NGC0520,GPair,21.146125,3.792416666666667,Psc,0.07,,,,,,,,,,,,,,
NGC0520 NED01,G,21.143666666666665,3.7949444444444445,Psc,0.068166666,0.026833333,130.0,12.21,11.47,9.43,8.69,8.37,23.54,Sa,,,,,
NGC0520 NED02,G,21.14495833333333,3.789777777777778,Psc,0.026,0.009833333,120.0,12.4,,,,,,Sc,,,,,
NGC0521,G,21.140749999999997,1.7313888888888889,Cet,0.046166666,0.043166667,145.0,12.62,11.8,9.62,8.95,8.58,23.52,Sbc,,,,,
NGC0522,G,21.191041666666667,9.994638888888888,Psc,0.039666668,0.0051666666,33.0,13.95,12.95,10.52,9.73,9.44,23.12,Sbc,,,,,
NGC0523,G,21.336374999999997,34.02494444444444,And,0.042,0.011833333,104.0,13.5,12.71,10.76,10.05,9.71,23.27,Sbc,,0537,,,
NGC0524,G,21.198833333333337,9.538833333333335,Psc,0.056166667,0.055833332,55.0,11.4,10.35,8.13,7.43,7.16,22.78,S0-a,,,,,
NGC0525,G,21.220458333333333,9.703333333333333,Psc,0.025,0.0105,7.0,14.54,,11.44,10.71,10.61,24.1,S0,,,,,
NGC0526,GPair,20.993750000000002,-35.1225,Scl,0.033333335,,,,,,,,,,,,,,
NGC0526A,G,20.976625000000002,-35.065527777777774,Scl,0.028333334,0.013166667,110.0,14.69,14.6,11.6,10.66,10.44,24.53,S0,,,,,
NGC0526B,G,20.98783333333333,-35.06927777777778,Scl,0.013166667,0.0075,158.0,15.14,14.5,12.12,11.34,11.2,,S0,,,,,
NGC0527,G,20.99216666666667,-35.11505555555556,Scl,0.029833334,0.0071666664,15.0,14.07,,10.76,10.04,9.79,23.75,S0-a,,0527A,,,
NGC0527B,G,20.99725,-35.127361111111114,Scl,0.0145,0.0045,29.0,15.54,,13.36,12.6,12.71,23.1,Sbc,,,,,
NGC0528,G,21.39,33.67166666666667,And,0.0295,0.017333332,57.0,13.65,,10.6,9.91,9.58,23.6,S0,,,,,
NGC0529,G,21.418333333333333,34.71333333333333,And,0.037,0.03266667,162.0,13.13,12.13,10.05,9.3,9.11,23.61,E-S0,,,,,
NGC0530,G,21.17354166666667,-1.5870833333333334,Cet,0.029666666,0.006,133.0,13.9,,10.68,9.98,9.72,23.73,S0-a,,,0106,,
NGC0531,G,21.57875,34.75388888888889,And,0.0295,0.007833334,33.0,14.87,,11.49,10.7,10.51,24.53,S0-a,,,,,
NGC0532,G,21.32225,9.264111111111111,Psc,0.036333334,0.015666667,30.0,13.94,12.21,9.87,9.12,8.83,23.88,Sab,,,,,
NGC0533,G,21.380666666666666,1.759111111111111,Cet,0.05733333,0.040166665,50.0,12.49,11.47,9.43,8.71,8.44,24.03,E,,,,,
NGC0534,G,21.185958333333335,-38.129083333333334,Scl,0.019833334,0.017833333,110.0,14.4,,11.08,10.42,10.16,23.48,S0,,,,,
NGC0535,G,21.379791666666666,-1.4081388888888888,Cet,0.016166667,0.0056666667,57.0,14.85,,11.56,10.8,10.48,23.48,S0-a,,,,,
NGC0536,G,21.59075,34.70302777777778,And,0.048666667,0.024833333,67.0,13.22,12.37,10.18,9.56,9.24,23.8,Sb,,,,,
NGC0537,Dup,21.336374999999997,34.02494444444444,And,,,,,,,,,,,,0523,,,
NGC0538,G,21.358541666666664,-1.550638888888889,Cet,0.023,0.009,36.0,14.62,,11.13,10.46,10.16,23.55,SBab,,,,,
NGC0539,G,21.340541666666663,-18.16386111111111,Cet,0.022,0.018333333,175.0,14.29,13.62,12.25,11.52,11.27,23.49,Sc,,0563,,,
NGC0540,G,21.78708333333333,-20.036638888888888,Cet,0.013666667,0.0065,5.0,15.72,,12.57,11.89,11.46,23.98,S0,,,,,
NGC0541,G,21.434625000000004,-1.3795833333333334,Cet,0.036,0.025,69.0,13.14,12.19,10.28,9.57,9.3,23.66,E,,,,,
NGC0542,G,21.628749999999997,34.67527777777778,And,0.017,0.0038333333,143.0,15.67,,12.54,11.83,11.53,23.4,Sbc,,,,,
NGC0543,G,21.458291666666668,-1.2928055555555558,Cet,0.0135,0.0061666667,90.0,14.21,13.17,11.71,11.01,10.77,22.46,E-S0,,,,,
NGC0544,G,21.300125,-38.09452777777778,Scl,0.0245,0.017166667,173.0,14.46,,11.04,10.35,10.12,23.98,E-S0,,,,,
NGC0545,G,21.496333333333332,-1.3402222222222222,Cet,0.050166667,0.0325,55.0,13.37,13.34,,,,24.49,E-S0,,,,,
NGC0546,G,21.303375000000003,-38.06908333333334,Scl,0.0225,0.01,38.0,14.41,,11.66,10.97,10.68,23.2,SBb,,,,,
NGC0547,G,21.502625000000002,-1.3451666666666668,Cet,0.051166665,0.032166667,103.0,13.16,13.34,9.47,8.76,8.49,24.43,E,,,,,
NGC0548,G,21.510458333333336,-1.225611111111111,Cet,0.015,0.0123333335,153.0,14.66,13.71,11.83,11.13,10.98,23.31,E,,,,,
NGC0549,G,21.2795,-38.00775,Scl,0.009833333,0.009166666,100.0,15.5,,12.55,11.81,11.58,23.0,SBa,,,,,
NGC0550,G,21.677291666666665,2.022361111111111,Cet,0.030333333,0.0115,120.0,13.5,,10.25,9.49,9.2,23.2,SBa,,,,,
NGC0551,G,21.919416666666667,37.182916666666664,And,0.024833333,0.009833333,137.0,13.42,,11.17,10.53,10.2,22.57,SBbc,,,,,
NGC0552,*,21.542291666666664,33.405861111111115,Psc,,,,,,,,,,,,,,,
NGC0553,G,21.552500000000002,33.405,Psc,0.015166666,0.005,13.0,14.93,,12.12,11.58,11.33,23.66,S0,,,,,
NGC0554,GPair,21.790000000000003,-22.725,Cet,0.023666667,,,,,,,,,,,,,,
NGC0554A,G,21.790416666666665,-22.724666666666668,Cet,0.023666667,0.017333332,170.0,15.0,,11.72,11.03,10.78,24.49,S0,,0554,,,
NGC0554B,G,21.789833333333334,-22.725722222222224,Cet,0.0033333334,0.0033333334,0.0,14.76,,,,,24.49,S0,,,,,
NGC0555,G,21.799208333333336,-22.76216666666667,Cet,0.0123333335,0.0115,15.0,15.31,,12.31,11.53,11.37,23.37,S0-a,,,,,
NGC0556,G,21.802541666666663,-22.69775,Cet,0.0075,0.006666667,144.0,15.56,,12.95,12.26,11.93,22.59,E-S0,,,,,
NGC0557,G,21.604791666666664,-1.6387222222222222,Cet,0.024166666,0.007833334,136.0,14.82,,11.12,10.37,10.34,24.6,S0-a,,,1703,,
NGC0558,G,21.817375000000002,-1.970888888888889,Cet,0.010333333,0.004333333,112.0,15.24,,12.03,11.37,11.17,23.0,E,,,,,
NGC0559,OCl,22.38820833333333,63.30144444444445,Cas,0.15,,,9.85,9.5,,,,,,,,,,
NGC0560,G,21.855916666666666,-1.912972222222222,Cet,0.034833334,0.007333333,178.0,13.88,12.9,10.76,10.03,9.74,24.11,S0,,,0117,,
NGC0561,G,22.078166666666668,34.30863888888889,And,0.023333333,0.021333333,145.0,14.02,,11.18,10.4,10.08,23.44,Sa,,,,,
NGC0562,G,22.121916666666667,48.38708333333334,And,0.015166666,0.014333333,40.0,14.46,,11.47,10.82,10.51,22.99,Sc,,,,,
NGC0563,Dup,21.340541666666663,-18.16386111111111,Cet,,,,,,,,,,,,0539,,,
NGC0564,G,21.950875,-1.879527777777778,Cet,0.028666666,0.02,141.0,13.52,12.51,10.54,9.89,9.6,23.55,E,,,,,
NGC0565,G,22.042416666666668,-1.3060277777777778,Cet,0.024333334,0.0068333335,35.0,14.42,,11.17,10.45,10.16,23.5,Sa,,,,,
NGC0566,G,22.262333333333334,32.33225,Psc,0.020166667,0.0053333333,179.0,14.53,,11.55,10.79,10.63,23.74,S0,,,,,
NGC0567,G,21.759999999999998,-10.26525,Cet,0.020166667,0.0075,127.0,14.97,,11.49,10.83,10.57,24.03,S0,,,,,
NGC0568,G,21.987541666666665,-35.71769444444444,Scl,0.034,0.020666666,137.0,13.61,12.62,10.48,9.81,9.58,23.88,E-S0,,,1709,,
NGC0569,G,22.279833333333332,11.131472222222223,Psc,0.0165,0.008,163.0,14.65,,12.06,11.46,11.22,22.92,Sbc,,,,,
NGC0570,G,22.244333333333334,-0.9490000000000001,Cet,0.027,0.018166667,166.0,13.71,12.79,10.87,10.17,9.89,23.32,Sa,,,,,
NGC0571,G,22.483249999999998,32.501333333333335,Psc,0.011833333,0.011,150.0,14.97,,12.84,12.31,11.84,23.09,Sbc,,,,,
NGC0572,G,22.15175,-39.30730555555555,Scl,0.014833333,0.014,170.0,15.14,,11.77,10.97,10.74,23.51,S0-a,,,,,
NGC0573,G,22.705625000000005,41.257305555555554,And,0.0065,0.0055,120.0,13.52,,12.01,11.38,11.09,20.11,Sab,,,,,
NGC0574,G,22.26283333333333,-35.59891666666667,Scl,0.019166667,0.013833334,24.0,14.28,,11.6,10.91,10.57,23.11,SBb,,,,,
NGC0575,G,22.694333333333333,21.440416666666668,Psc,0.024166666,0.0225,5.0,13.72,13.02,11.39,11.2,10.39,23.33,Sc,,,1710,,
NGC0576,G,22.240291666666668,-51.59866666666667,Phe,0.0165,0.0135,110.0,14.42,,11.75,11.05,10.71,23.08,S0-a,,,,,
NGC0577,G,22.669624999999996,-1.994361111111111,Cet,0.024166666,0.021333333,130.0,14.12,,10.86,10.16,9.88,23.54,Sa,,0580,,,
NGC0578,G,22.621208333333332,-22.667361111111113,Cet,0.08033333,0.048666667,114.0,11.54,11.09,9.46,8.94,8.59,23.28,Sc,,,,,
NGC0579,G,22.943708333333333,33.61555555555555,Tri,0.018,0.014166667,160.0,13.92,13.33,11.29,10.67,10.35,22.62,Sc,,,,,
NGC0580,Dup,22.669624999999996,-1.994361111111111,Cet,,,,,,,,,,,,0577,,,
NGC0581,OCl,23.340875000000004,60.657999999999994,Cas,0.075,,,7.72,7.4,,,,,,103,,,,
NGC0582,G,22.991875,33.476527777777775,Tri,0.0345,0.008166667,58.0,14.09,13.16,10.83,10.08,9.79,23.43,SBb,,,,,
NGC0583,G,22.43395833333333,-18.339416666666665,Cet,0.012,0.011,30.0,15.27,,11.84,11.0,10.87,23.31,S0,,,,,
NGC0584,G,22.836458333333333,-6.868055555555555,Cet,0.063,0.041833334,104.0,11.31,10.35,8.24,7.48,7.3,23.06,E,,,1712,,
NGC0585,G,22.925583333333332,-0.9333055555555556,Cet,0.04,0.008,86.0,14.07,,10.48,9.68,9.37,24.1,SBa,,,,,
NGC0586,G,22.90354166666667,-6.89375,Cet,0.026833333,0.013,179.0,14.08,13.14,11.0,10.31,10.08,23.57,Sa,,,,,
NGC0587,G,23.138875,35.35858333333333,Tri,0.037166666,0.011,68.0,13.59,,10.78,10.12,9.82,23.42,SABb,,,,,
NGC0588,HII,23.191416666666665,30.64752777777778,Tri,0.01,0.0071666664,,14.4,14.44,,,,,,,,,,
NGC0589,G,23.166416666666667,-12.042694444444443,Cet,0.012666667,0.010833333,87.0,14.97,,11.46,10.86,10.61,23.09,S0-a,,,,,
NGC0590,G,23.4205,44.92869444444444,And,0.0355,0.012833334,147.0,14.09,,10.26,9.54,9.24,24.0,SBa,,,,,
NGC0591,G,23.38029166666667,35.66825,And,0.023833333,0.019,0.0,14.12,13.9,11.02,10.34,10.06,23.58,S0-a,,,,,
NGC0592,*Ass,23.29870833333333,30.644944444444445,Tri,,,,,,,,,,,,,,,
NGC0593,G,23.0865,-12.354444444444445,Cet,0.014666666,0.0045,12.0,15.27,,12.14,11.5,11.23,23.98,S0-a,,,,,
NGC0594,G,23.237125,-16.536,Cet,0.020666666,0.010833333,28.0,15.79,,11.67,11.01,10.66,24.06,Sbc,,,,,
NGC0595,HII,23.39095833333333,30.691555555555556,Tri,0.028833333,0.015,,,,,,,,,,,,,
NGC0596,G,23.217000000000002,-7.031833333333333,Cet,0.035666667,0.026333334,36.0,11.85,10.95,8.87,8.19,7.98,22.36,E,,,,,
NGC0597,G,23.061875,-33.497083333333336,Scl,0.021833334,0.020166667,45.0,13.97,,11.98,11.33,10.94,23.19,SBbc,,,,,
NGC0598,G,23.462041666666668,30.660222222222224,Tri,1.0348333,0.61216664,23.0,6.35,5.79,5.04,4.35,4.1,23.61,Sc,33,,,,
NGC0599,G,23.22408333333333,-12.19125,Cet,0.0255,0.019333333,128.0,14.14,,10.67,9.95,9.71,23.81,E-S0,,,,,
NGC0600,G,23.272083333333335,-7.311416666666666,Cet,0.043833334,0.042666666,25.0,13.01,12.46,11.48,10.92,10.71,23.83,Scd,,,,,
NGC0601,G,23.277416666666667,-12.20875,Cet,0.006666667,0.0063333334,25.0,16.4,,13.01,12.3,12.03,23.12,,,,,,
NGC0602,OCl,22.35983333333333,-73.56049999999999,Hyi,0.053333335,0.048333332,90.0,,13.02,,,,,,,,,,
NGC0603,Other,23.682916666666667,30.231972222222225,Tri,,,,,,,,,,,,,,,
NGC0604,HII,23.638291666666664,30.78488888888889,Tri,0.032166667,0.02,,,,,,,,,,,,,
NGC0605,G,23.759791666666672,41.24813888888889,And,0.022,0.009333333,148.0,14.23,,10.98,10.24,10.02,23.67,S0,,,,,
NGC0606,G,23.709000000000003,21.418444444444443,Psc,0.016833333,0.012833334,137.0,14.45,,11.66,10.95,10.61,23.14,Sc,,,,,
NGC0607,Other,23.56820833333333,-7.412805555555555,Cet,,,,,,,,,,,,,,,
NGC0608,G,23.86766666666667,33.65672222222222,Tri,0.013833334,0.009166666,33.0,14.21,,10.88,10.2,9.94,22.42,S0-a,,,,,
NGC0609,OCl,24.098916666666664,64.53658333333334,Cas,0.08,,,12.31,11.0,,,,,,,,,,
NGC0610,Other,23.575000000000003,-20.144222222222222,Cet,,,,,,,,,,,,,,,
NGC0611,Other,23.57504166666667,-20.127555555555556,Cet,,,,,,,,,,,,,,,
NGC0612,G,23.490583333333333,-36.49325,Scl,0.024833333,0.022333333,160.0,14.04,13.01,10.69,9.91,9.58,23.63,S0-a,,,,,
NGC0613,G,23.57570833333333,-29.418361111111114,Scl,0.09133333,0.075166665,125.0,10.74,10.35,7.92,7.38,7.03,23.02,Sbc,,,,,
NGC0614,G,23.96775,33.68188888888889,Tri,0.025333334,0.024,120.0,13.84,,10.72,10.08,9.78,23.5,S0,,"0618,0627",,,
NGC0615,G,23.773666666666667,-7.340305555555555,Cet,0.053,0.019333333,164.0,12.43,11.66,9.51,8.86,8.56,22.98,Sb,,,,,
NGC0616,**,24.0175,33.77022222222222,Tri,,,,,,,,,,,,,,,
NGC0617,G,23.510583333333333,-9.774138888888888,Cet,0.009833333,0.008666666,4.0,15.49,14.7,12.8,12.16,11.94,22.94,Sab,,,,,
NGC0618,Dup,23.96775,33.68188888888889,Tri,,,,,,,,,,,,0614,,,
NGC0619,G,23.715791666666668,-36.48938888888888,Scl,0.027666667,0.017166667,107.0,14.19,,11.25,10.68,10.31,23.65,SBb,,,,,
NGC0620,G,24.248666666666665,42.32333333333333,And,0.013666667,0.012833334,30.0,13.86,,11.9,11.33,11.02,22.36,Scd,,,,,
NGC0621,G,24.204416666666667,35.51219444444444,Tri,0.018666666,0.017666666,105.0,14.14,,10.69,9.95,9.71,23.23,S0,,,,,
NGC0622,G,24.000666666666667,0.6635277777777777,Cet,0.021666666,0.013833334,55.0,14.05,13.28,11.41,10.76,10.41,23.17,Sb,,,,,
NGC0623,G,23.776625,-36.49022222222222,Scl,0.032333333,0.024333334,87.0,13.55,12.52,10.56,9.83,9.59,23.84,E,,,,,
NGC0624,G,23.962875,-10.00297222222222,Cet,0.021666666,0.011166667,91.0,14.18,,11.45,10.74,10.47,23.05,SBb,,,,,
NGC0625,G,23.769291666666668,-41.43619444444444,Phe,0.10916667,0.034166668,92.0,11.65,13.66,9.66,9.09,8.9,23.43,SBm,,,,,
NGC0626,G,23.800333333333334,-39.146055555555556,Scl,0.024,0.021666666,30.0,13.47,,11.02,10.28,10.07,22.9,Sc,,,,,
NGC0627,Dup,23.96775,33.68188888888889,Tri,,,,,,,,,,,,0614,,,
NGC0628,G,24.173958333333335,15.783666666666665,Psc,0.16483334,0.1555,87.0,9.71,9.31,7.63,7.04,6.85,23.37,Sc,74,,,,
NGC0629,Other,24.743916666666664,72.86708333333333,Cas,,,,,,,,,,,,,,,
NGC0630,G,23.901999999999997,-39.35783333333334,Scl,0.031666666,0.023333333,54.0,13.62,,10.41,9.7,9.49,23.74,E-S0,,,,,
NGC0631,G,24.196083333333334,5.835361111111111,Psc,0.0155,0.013833334,135.0,14.97,,11.5,10.91,10.51,23.63,E,,,,,
NGC0632,G,24.323041666666665,5.877638888888889,Psc,0.0165,0.014333333,168.0,13.48,,11.11,10.39,10.1,22.27,S0-a,,,,,
NGC0633,G,24.0975,-37.321555555555555,Scl,0.018333333,0.015833333,178.0,13.53,,11.15,10.36,10.04,22.37,SBb,,,,,
NGC0634,G,24.577749999999998,35.36483333333333,Tri,0.0295,0.0101666665,167.0,13.85,,10.76,10.03,9.73,23.35,Sa,,,,,
NGC0635,G,24.57441666666666,-22.92891666666667,Cet,0.01,0.008833333,129.0,15.26,,12.6,11.93,11.54,22.76,Sbc,,,,,
NGC0636,G,24.777208333333334,-7.512611111111111,Cet,0.045,0.038333334,6.0,12.35,11.41,9.32,8.67,8.44,23.38,E,,,,,
NGC0637,OCl,25.76295833333333,64.03655555555555,Cas,0.075,,,8.56,8.2,,,,,,,,,,
NGC0638,G,24.907708333333336,7.237333333333334,Psc,0.015666667,0.010333333,18.0,14.47,13.79,11.92,11.36,10.9,23.06,E?,,,,,
NGC0639,G,24.746041666666667,-29.92533333333333,Scl,0.017333332,0.005,32.0,14.7,14.13,12.32,11.61,11.32,22.94,Sa,,,,,
NGC0640,G,24.85366666666667,-9.401166666666667,Cet,0.012666667,0.0071666664,147.0,15.42,15.5,12.88,12.28,11.86,23.25,SBa,,,,,
NGC0641,G,24.663458333333335,-42.52752777777778,Phe,0.030333333,0.028,80.0,13.11,12.17,10.18,9.53,9.26,23.28,E,,,,,
NGC0642,G,24.776375,-29.91488888888889,Scl,0.03,0.018166667,18.0,13.46,,11.2,10.76,10.29,23.06,SBc,,,,,
NGC0643,OCl,23.755958333333332,-75.55686111111112,Hyi,0.036666665,0.036666665,,,,12.97,12.29,11.99,,,,,,,
NGC0643A,OCl,22.660374999999995,-76.0545,Hyi,,,,,,,,,,,,,,,
NGC0643B,G,24.803041666666665,-75.0111111111111,Hyi,0.029166667,0.007833334,116.0,14.62,,11.3,10.49,10.1,24.39,S0-a,,,,,
NGC0643C,G,25.45470833333333,-75.26811111111111,Hyi,0.023333333,0.0038333333,153.0,15.71,,12.6,11.82,11.55,23.64,Sc,,,,,
NGC0644,G,24.720666666666666,-42.585277777777776,Phe,0.021666666,0.011333333,154.0,14.74,,12.0,11.36,10.97,23.45,SBc,,,,,
NGC0645,G,25.03625,5.726694444444444,Psc,0.03816667,0.011333333,120.0,13.68,,11.02,10.52,10.17,23.42,Sb,,,,,
NGC0646,GPair,24.35625,-64.8963888888889,Hyi,0.025166666,0.017,121.0,14.37,,,,,,,,,,,
NGC0646 NED01,G,24.338,-64.89486111111111,Hyi,0.0205,0.016166667,127.0,14.16,,12.2,11.42,11.09,23.15,SBc,,,,,
NGC0646 NED02,G,24.374541666666666,-64.89627777777778,Hyi,0.01,0.0075,64.0,14.5,,12.97,12.27,11.71,22.53,E-S0,,,,,
NGC0647,G,24.984125,-9.242388888888888,Cet,0.021166667,0.016333334,19.0,14.32,,,,,23.57,S0,,,,,
NGC0648,G,24.665791666666667,-17.831194444444446,Cet,0.018166667,0.0105,118.0,14.69,,11.41,10.64,10.32,23.59,E-S0,,,0146,,
NGC0649,G,25.031041666666667,-9.27211111111111,Cet,0.017833333,0.0065,22.0,15.35,,12.44,11.92,11.65,23.71,Sa,,,,,
NGC0650,PN,25.582041666666665,51.575472222222224,Per,0.018666666,,,12.2,10.1,,,,,,76,0651,,,
NGC0651,Dup,25.582041666666665,51.575472222222224,Per,,,,,,,,,,,,0650,,,
NGC0652,G,25.180333333333333,7.982916666666667,Psc,0.015666667,0.0085,52.0,14.96,,11.99,11.31,11.07,23.14,Sab,,,,,
NGC0653,G,25.607249999999997,35.638333333333335,And,0.024833333,0.0038333333,40.0,14.06,,11.06,10.33,10.0,22.69,Sab,,,,,
NGC0654,OCl,25.997625000000003,61.88272222222222,Cas,0.105,,,7.34,6.5,,,,,,,,,,
NGC0655,G,25.479708333333335,-13.081750000000001,Cet,0.018666666,0.010833333,88.0,14.74,,11.77,11.04,10.79,23.83,S0,,,,,
NGC0656,G,25.6135,26.143055555555556,Psc,0.021166667,0.018,32.0,13.46,,10.75,10.05,9.73,22.88,S0,,,,,
NGC0657,OCl,25.83666666666667,55.83638888888889,Cas,0.05,,,,,,,,,,,,,,
NGC0658,G,25.540249999999997,12.60188888888889,Psc,0.024666667,0.014833333,21.0,13.31,12.41,10.79,10.1,9.75,22.55,Sb,,,,,
NGC0659,OCl,26.095791666666667,60.66916666666667,Cas,0.07,,,8.4,7.9,,,,,,,,,,
NGC0660,G,25.759999999999998,13.645055555555555,Psc,0.07616667,0.028166667,13.0,11.94,11.29,8.53,7.72,7.34,23.5,Sa,,,,,
NGC0661,G,26.060916666666667,28.705916666666667,Tri,0.031833332,0.023333333,56.0,13.17,12.2,10.22,9.53,9.26,23.43,E,,,,,
NGC0662,G,26.147708333333334,37.69577777777778,And,0.0135,0.009166666,13.0,14.62,13.84,11.85,11.17,10.8,22.62,Sb,,,,,
NGC0663,OCl,26.566875,61.21819444444444,Cas,0.1,,,7.78,7.1,,,,,,,,,,
NGC0664,G,25.940875000000005,4.222888888888889,Psc,0.019833334,0.0155,70.0,13.84,,11.29,10.59,10.3,22.82,Sb,,,,,
NGC0665,G,26.23375,10.423027777777778,Psc,0.027,0.015833333,119.0,13.18,12.14,9.85,9.05,8.88,22.95,S0,,,,,
NGC0666,G,26.525833333333335,34.37452777777778,Tri,0.012833334,0.008666666,81.0,14.26,13.37,11.26,10.62,10.37,22.55,E,,,,,
NGC0667,G,26.23616666666667,-22.918944444444442,Cet,0.011833333,0.0095,83.0,15.43,,12.43,11.58,11.22,23.4,S0,,,,,
NGC0668,G,26.594458333333332,36.46030555555556,And,0.02,0.013666667,32.0,13.73,13.05,11.05,10.39,10.1,22.6,Sb,,,,,
NGC0669,G,26.81729166666667,35.56330555555555,Tri,0.039,0.0095,36.0,13.34,12.3,9.89,9.13,8.83,23.14,Sab,,,,,
